"station_id","bikes_available","docks_available","time"
"2","2","25","2013/08/29 14:11:01"
"2","2","25","2013/08/29 14:12:01"
"2","2","25","2013/08/29 14:13:01"
"2","2","25","2013/08/29 14:14:01"
"2","2","25","2013/08/29 14:15:01"
"2","2","25","2013/08/29 14:16:01"
"2","2","25","2013/08/29 14:18:01"
"2","2","25","2013/08/29 14:19:01"
"2","2","25","2013/08/29 14:20:01"
"2","2","25","2013/08/29 14:21:01"
"2","2","25","2013/08/29 14:22:02"
"2","2","25","2013/08/29 14:23:01"
"2","2","25","2013/08/29 14:24:01"
"2","2","25","2013/08/29 14:25:01"
"2","2","25","2013/08/29 14:26:02"
"2","2","25","2013/08/29 14:27:01"
"2","2","25","2013/08/29 14:28:01"
"2","2","25","2013/08/29 14:29:01"
"2","2","25","2013/08/29 14:30:01"
"2","2","25","2013/08/29 14:31:01"
"2","2","25","2013/08/29 14:32:03"
"2","2","25","2013/08/29 14:33:01"
"2","2","25","2013/08/29 14:35:01"
"2","2","25","2013/08/29 14:36:01"
"2","2","25","2013/08/29 14:37:01"
"2","2","25","2013/08/29 14:38:01"
"2","2","25","2013/08/29 14:39:01"
"2","2","25","2013/08/29 14:40:01"
"2","2","25","2013/08/29 14:41:02"
"2","2","25","2013/08/29 14:42:02"
"2","2","25","2013/08/29 14:43:01"
"2","2","25","2013/08/29 14:44:02"
"2","2","25","2013/08/29 14:45:01"
"2","2","25","2013/08/29 14:47:01"
"2","2","25","2013/08/29 14:48:02"
"2","2","25","2013/08/29 14:49:01"
"2","2","25","2013/08/29 14:50:01"
"2","2","25","2013/08/29 14:51:02"
"2","2","25","2013/08/29 14:52:02"
"2","2","25","2013/08/29 14:53:01"
"2","2","25","2013/08/29 14:54:01"
"2","2","25","2013/08/29 14:55:01"
"2","2","25","2013/08/29 14:56:01"
"2","2","25","2013/08/29 14:57:01"
"2","2","25","2013/08/29 14:58:01"
"2","2","25","2013/08/29 14:59:01"
"2","2","25","2013/08/29 15:00:02"
"2","2","25","2013/08/29 15:01:01"
"2","2","25","2013/08/29 15:02:02"
"2","2","25","2013/08/29 15:03:01"
"2","2","25","2013/08/29 15:04:01"
"2","2","25","2013/08/29 15:05:01"
"2","2","25","2013/08/29 15:06:02"
"2","2","25","2013/08/29 15:08:01"
"2","2","25","2013/08/29 15:10:01"
"2","2","25","2013/08/29 15:11:02"
"2","2","25","2013/08/29 15:12:02"
"2","2","25","2013/08/29 15:14:01"
"2","2","25","2013/08/29 15:15:01"
"2","2","25","2013/08/29 15:16:01"
"2","2","25","2013/08/29 15:17:04"
"2","2","25","2013/08/29 15:18:01"
"2","2","25","2013/08/29 15:19:01"
"2","2","25","2013/08/29 15:20:02"
"2","2","25","2013/08/29 15:21:01"
"2","2","25","2013/08/29 15:23:01"
"2","2","25","2013/08/29 15:24:01"
"2","2","25","2013/08/29 15:25:01"
"2","2","25","2013/08/29 15:26:07"
"2","2","25","2013/08/29 15:27:01"
"2","2","25","2013/08/29 15:28:01"
"2","2","25","2013/08/29 15:29:01"
"2","2","25","2013/08/29 15:30:01"
"2","2","25","2013/08/29 15:31:02"
"2","2","25","2013/08/29 15:32:01"
"2","2","25","2013/08/29 15:33:01"
"2","2","25","2013/08/29 15:34:01"
"2","2","25","2013/08/29 15:35:01"
"2","2","25","2013/08/29 15:36:01"
"2","2","25","2013/08/29 15:38:01"
"2","2","25","2013/08/29 15:40:01"
"2","2","25","2013/08/29 15:41:02"
"2","2","25","2013/08/29 15:42:01"
"2","2","25","2013/08/29 15:43:01"
"2","2","25","2013/08/29 15:44:01"
"2","2","25","2013/08/29 15:45:01"
"2","2","25","2013/08/29 15:46:01"
"2","2","25","2013/08/29 15:47:01"
"2","2","25","2013/08/29 15:48:01"
"2","2","25","2013/08/29 15:49:01"
"2","2","25","2013/08/29 15:50:01"
"2","2","25","2013/08/29 15:51:01"
"2","2","25","2013/08/29 15:52:01"
"2","2","25","2013/08/29 15:53:01"
"2","2","25","2013/08/29 15:54:01"
"2","2","25","2013/08/29 15:55:02"
"2","2","25","2013/08/29 15:56:01"
"2","2","25","2013/08/29 15:57:01"
"2","2","25","2013/08/29 15:58:01"
"2","2","25","2013/08/29 15:59:01"
"2","2","25","2013/08/29 16:00:01"
"2","2","25","2013/08/29 16:01:02"
"2","2","25","2013/08/29 16:02:01"
"2","2","25","2013/08/29 16:03:01"
"2","2","25","2013/08/29 16:04:01"
"2","2","25","2013/08/29 16:05:01"
"2","2","25","2013/08/29 16:06:01"
"2","2","25","2013/08/29 16:07:01"
"2","2","25","2013/08/29 16:08:01"
"2","2","25","2013/08/29 16:10:01"
"2","2","25","2013/08/29 16:11:01"
"2","2","25","2013/08/29 16:12:01"
"2","2","25","2013/08/29 16:13:01"
"2","2","25","2013/08/29 16:15:01"
"2","2","25","2013/08/29 16:16:02"
"2","2","25","2013/08/29 16:17:01"
"2","2","25","2013/08/29 16:18:01"
"2","2","25","2013/08/29 16:19:01"
"2","2","25","2013/08/29 16:20:02"
"2","2","25","2013/08/29 16:22:01"
"2","2","25","2013/08/29 16:23:01"
"2","2","25","2013/08/29 16:24:01"
"2","2","25","2013/08/29 16:25:01"
"2","2","25","2013/08/29 16:26:03"
"2","2","25","2013/08/29 16:27:01"
"2","2","25","2013/08/29 16:28:01"
"2","2","25","2013/08/29 16:29:02"
"2","2","25","2013/08/29 16:30:01"
"2","2","25","2013/08/29 16:31:01"
"2","2","25","2013/08/29 16:32:01"
"2","2","25","2013/08/29 16:33:01"
"2","2","25","2013/08/29 16:35:01"
"2","2","25","2013/08/29 16:36:01"
"2","2","25","2013/08/29 16:37:01"
"2","2","25","2013/08/29 16:38:02"
"2","2","25","2013/08/29 16:39:01"
"2","2","25","2013/08/29 16:40:01"
"2","2","25","2013/08/29 16:41:03"
"2","2","25","2013/08/29 16:42:01"
"2","2","25","2013/08/29 16:43:02"
"2","2","25","2013/08/29 16:44:01"
"2","2","25","2013/08/29 16:45:01"
"2","2","25","2013/08/29 16:46:01"
"2","2","25","2013/08/29 16:47:02"
"2","2","25","2013/08/29 16:49:01"
"2","2","25","2013/08/29 16:50:01"
"2","2","25","2013/08/29 16:51:01"
"2","2","25","2013/08/29 16:52:01"
"2","2","25","2013/08/29 16:53:01"
"2","2","25","2013/08/29 16:54:01"
"2","2","25","2013/08/29 16:55:01"
"2","2","25","2013/08/29 16:56:02"
"2","2","25","2013/08/29 16:57:01"
"2","2","25","2013/08/29 16:58:01"
"2","2","25","2013/08/29 16:59:01"
"2","2","25","2013/08/29 17:00:01"
"2","2","25","2013/08/29 17:01:01"
"2","2","25","2013/08/29 17:02:01"
"2","2","25","2013/08/29 17:03:01"
"2","2","25","2013/08/29 17:04:01"
"2","2","25","2013/08/29 17:05:01"
"2","2","25","2013/08/29 17:06:01"
"2","2","25","2013/08/29 17:07:01"
"2","2","25","2013/08/29 17:08:02"
"2","2","25","2013/08/29 17:09:01"
"2","2","25","2013/08/29 17:10:01"
"2","2","25","2013/08/29 17:11:02"
"2","2","25","2013/08/29 17:12:01"
"2","2","25","2013/08/29 17:13:01"
"2","2","25","2013/08/29 17:14:02"
"2","2","25","2013/08/29 17:15:01"
"2","2","25","2013/08/29 17:16:01"
"2","2","25","2013/08/29 17:17:01"
"2","3","24","2013/08/29 17:18:01"
"2","3","24","2013/08/29 17:19:01"
"2","4","23","2013/08/29 17:20:01"
"2","4","23","2013/08/29 17:21:01"
"2","4","23","2013/08/29 17:22:04"
"2","4","23","2013/08/29 17:23:01"
"2","4","23","2013/08/29 17:24:01"
"2","4","23","2013/08/29 17:25:01"
"2","4","23","2013/08/29 17:27:01"
"2","4","23","2013/08/29 17:28:01"
"2","4","23","2013/08/29 17:30:01"
"2","4","23","2013/08/29 17:31:01"
"2","4","23","2013/08/29 17:32:02"
"2","4","23","2013/08/29 17:33:01"
"2","4","23","2013/08/29 17:34:01"
"2","3","24","2013/08/29 17:35:02"
"2","3","24","2013/08/29 17:36:03"
"2","3","24","2013/08/29 17:37:02"
"2","3","24","2013/08/29 17:38:01"
"2","3","24","2013/08/29 17:39:01"
"2","3","24","2013/08/29 17:40:01"
"2","3","24","2013/08/29 17:41:03"
"2","3","24","2013/08/29 17:43:01"
"2","3","24","2013/08/29 17:45:01"
"2","3","24","2013/08/29 17:46:01"
"2","3","24","2013/08/29 17:47:01"
"2","3","24","2013/08/29 17:48:01"
"2","3","24","2013/08/29 17:49:01"
"2","3","24","2013/08/29 17:50:01"
"2","3","24","2013/08/29 17:51:01"
"2","3","24","2013/08/29 17:52:01"
"2","3","24","2013/08/29 17:53:01"
"2","3","24","2013/08/29 17:56:01"
"2","3","24","2013/08/29 17:57:01"
"2","3","24","2013/08/29 17:58:01"
"2","3","24","2013/08/29 17:59:01"
"2","3","24","2013/08/29 18:00:02"
"2","3","24","2013/08/29 18:01:01"
"2","3","24","2013/08/29 18:03:01"
"2","3","24","2013/08/29 18:04:01"
"2","3","24","2013/08/29 18:05:01"
"2","3","24","2013/08/29 18:06:01"
"2","3","24","2013/08/29 18:07:01"
"2","3","24","2013/08/29 18:08:01"
"2","3","24","2013/08/29 18:09:01"
"2","3","24","2013/08/29 18:10:01"
"2","3","24","2013/08/29 18:11:01"
"2","3","24","2013/08/29 18:12:01"
"2","3","24","2013/08/29 18:13:01"
"2","3","24","2013/08/29 18:14:01"
"2","3","24","2013/08/29 18:15:01"
"2","3","24","2013/08/29 18:16:01"
"2","3","24","2013/08/29 18:18:01"
"2","3","24","2013/08/29 18:19:01"
"2","3","24","2013/08/29 18:20:01"
"2","3","24","2013/08/29 18:21:01"
"2","3","24","2013/08/29 18:22:01"
"2","3","24","2013/08/29 18:23:01"
"2","3","24","2013/08/29 18:24:01"
"2","3","24","2013/08/29 18:25:01"
"2","3","24","2013/08/29 18:26:01"
"2","3","24","2013/08/29 18:27:01"
"2","3","24","2013/08/29 18:28:01"
"2","3","24","2013/08/29 18:30:01"
"2","3","24","2013/08/29 18:31:02"
"2","3","24","2013/08/29 18:32:01"
"2","3","24","2013/08/29 18:33:01"
"2","3","24","2013/08/29 18:35:01"
"2","3","24","2013/08/29 18:36:01"
"2","3","24","2013/08/29 18:37:01"
"2","3","24","2013/08/29 18:38:01"
"2","3","24","2013/08/29 18:39:01"
"2","3","24","2013/08/29 18:40:02"
"2","3","24","2013/08/29 18:41:01"
"2","3","24","2013/08/29 18:42:01"
"2","3","24","2013/08/29 18:43:01"
"2","3","24","2013/08/29 18:44:02"
"2","3","24","2013/08/29 18:45:01"
"2","3","24","2013/08/29 18:46:03"
"2","3","24","2013/08/29 18:47:01"
"2","3","24","2013/08/29 18:49:01"
"2","3","24","2013/08/29 18:50:01"
"2","3","24","2013/08/29 18:51:01"
"2","3","24","2013/08/29 18:52:01"
"2","3","24","2013/08/29 18:53:01"
"2","3","24","2013/08/29 18:54:01"
"2","3","24","2013/08/29 18:55:01"
"2","3","24","2013/08/29 18:56:01"
"2","3","24","2013/08/29 18:57:01"
"2","3","24","2013/08/29 18:58:01"
"2","3","24","2013/08/29 19:00:02"
"2","3","24","2013/08/29 19:01:02"
"2","3","24","2013/08/29 19:02:03"
"2","3","24","2013/08/29 19:03:01"
"2","3","24","2013/08/29 19:04:02"
"2","3","24","2013/08/29 19:05:01"
"2","3","24","2013/08/29 19:06:01"
"2","3","24","2013/08/29 19:07:03"
"2","3","24","2013/08/29 19:08:01"
"2","3","24","2013/08/29 19:10:01"
"2","3","24","2013/08/29 19:11:02"
"2","3","24","2013/08/29 19:12:01"
"2","3","24","2013/08/29 19:13:02"
"2","3","24","2013/08/29 19:15:01"
"2","3","24","2013/08/29 19:16:01"
"2","3","24","2013/08/29 19:17:03"
"2","3","24","2013/08/29 19:18:01"
"2","2","25","2013/08/29 19:19:01"
"2","2","25","2013/08/29 19:20:01"
"2","2","25","2013/08/29 19:21:02"
"2","2","25","2013/08/29 19:22:01"
"2","2","25","2013/08/29 19:23:01"
"2","2","25","2013/08/29 19:24:01"
"2","2","25","2013/08/29 19:25:02"
"2","2","25","2013/08/29 19:26:01"
"2","2","25","2013/08/29 19:27:01"
"2","2","25","2013/08/29 19:28:01"
"2","2","25","2013/08/29 19:29:02"
"2","2","25","2013/08/29 19:30:01"
"2","2","25","2013/08/29 19:31:01"
"2","2","25","2013/08/29 19:32:01"
"2","2","25","2013/08/29 19:33:01"
"2","2","25","2013/08/29 19:34:01"
"2","2","25","2013/08/29 19:35:02"
"2","2","25","2013/08/29 19:36:01"
"2","2","25","2013/08/29 19:37:02"
"2","2","25","2013/08/29 19:38:01"
"2","2","25","2013/08/29 19:39:01"
"2","2","25","2013/08/29 19:40:01"
"2","2","25","2013/08/29 19:41:01"
"2","2","25","2013/08/29 19:42:01"
"2","3","24","2013/08/29 19:43:02"
"2","3","24","2013/08/29 19:44:01"
"2","3","24","2013/08/29 19:45:01"
"2","3","24","2013/08/29 19:46:02"
"2","3","24","2013/08/29 19:47:01"
"2","3","24","2013/08/29 19:48:01"
"2","3","24","2013/08/29 19:50:01"
"2","3","24","2013/08/29 19:51:01"
"2","3","24","2013/08/29 19:52:01"
"2","3","24","2013/08/29 19:53:01"
"2","3","24","2013/08/29 19:55:01"
"2","3","24","2013/08/29 19:56:02"
"2","3","24","2013/08/29 19:57:01"
"2","2","25","2013/08/29 19:58:01"
"2","2","25","2013/08/29 20:00:01"
"2","2","25","2013/08/29 20:02:01"
"2","2","25","2013/08/29 20:03:01"
"2","2","25","2013/08/29 20:04:01"
"2","2","25","2013/08/29 20:06:01"
"2","2","25","2013/08/29 20:07:01"
"2","2","25","2013/08/29 20:08:01"
"2","2","25","2013/08/29 20:10:01"
"2","2","25","2013/08/29 20:11:01"
"2","2","25","2013/08/29 20:12:03"
"2","2","25","2013/08/29 20:13:02"
"2","2","25","2013/08/29 20:15:01"
"2","2","25","2013/08/29 20:16:03"
"2","2","25","2013/08/29 20:17:02"
"2","2","25","2013/08/29 20:18:01"
"2","2","25","2013/08/29 20:19:01"
"2","2","25","2013/08/29 20:20:02"
"2","2","25","2013/08/29 20:21:03"
"2","2","25","2013/08/29 20:22:01"
"2","2","25","2013/08/29 20:23:01"
"2","2","25","2013/08/29 20:25:01"
"2","2","25","2013/08/29 20:26:01"
"2","2","25","2013/08/29 20:27:01"
"2","2","25","2013/08/29 20:28:01"
"2","2","25","2013/08/29 20:29:01"
"2","2","25","2013/08/29 20:30:01"
"2","2","25","2013/08/29 20:31:01"
"2","2","25","2013/08/29 20:32:01"
"2","2","25","2013/08/29 20:33:01"
"2","2","25","2013/08/29 20:35:02"
"2","2","25","2013/08/29 20:36:01"
"2","1","26","2013/08/29 20:38:01"
"2","1","26","2013/08/29 20:39:01"
"2","1","26","2013/08/29 20:40:02"
"2","1","26","2013/08/29 20:41:01"
"2","1","26","2013/08/29 20:42:01"
"2","1","26","2013/08/29 20:43:01"
"2","1","26","2013/08/29 20:44:01"
"2","1","26","2013/08/29 20:45:02"
"2","1","26","2013/08/29 20:46:01"
"2","1","26","2013/08/29 20:47:03"
"2","1","26","2013/08/29 20:48:01"
"2","1","26","2013/08/29 20:49:01"
"2","1","26","2013/08/29 20:50:01"
"2","1","26","2013/08/29 20:51:02"
"2","1","26","2013/08/29 20:52:02"
"2","1","26","2013/08/29 20:53:01"
"2","1","26","2013/08/29 20:55:01"
"2","1","26","2013/08/29 20:56:01"
"2","1","26","2013/08/29 20:57:01"
"2","1","26","2013/08/29 20:58:01"
"2","1","26","2013/08/29 20:59:01"
"2","1","26","2013/08/29 21:01:02"
"2","1","26","2013/08/29 21:02:02"
"2","1","26","2013/08/29 21:03:01"
"2","1","26","2013/08/29 21:04:01"
"2","1","26","2013/08/29 21:05:01"
"2","1","26","2013/08/29 21:07:01"
"2","1","26","2013/08/29 21:08:01"
"2","1","26","2013/08/29 21:09:01"
"2","1","26","2013/08/29 21:10:01"
"2","1","26","2013/08/29 21:11:01"
"2","1","26","2013/08/29 21:12:01"
"2","1","26","2013/08/29 21:13:01"
"2","1","26","2013/08/29 21:14:01"
"2","1","26","2013/08/29 21:15:01"
"2","1","26","2013/08/29 21:16:01"
"2","1","26","2013/08/29 21:17:01"
"2","1","26","2013/08/29 21:18:01"
"2","1","26","2013/08/29 21:19:01"
"2","1","26","2013/08/29 21:20:01"
"2","1","26","2013/08/29 21:22:01"
"2","1","26","2013/08/29 21:23:01"
"2","1","26","2013/08/29 21:24:01"
"2","1","26","2013/08/29 21:26:01"
"2","1","26","2013/08/29 21:27:03"
"2","1","26","2013/08/29 21:28:01"
"2","1","26","2013/08/29 21:29:01"
"2","1","26","2013/08/29 21:31:01"
"2","1","26","2013/08/29 21:32:01"
"2","1","26","2013/08/29 21:34:01"
"2","1","26","2013/08/29 21:36:01"
"2","1","26","2013/08/29 21:37:01"
"2","1","26","2013/08/29 21:38:02"
"2","1","26","2013/08/29 21:40:01"
"2","1","26","2013/08/29 21:41:01"
"2","1","26","2013/08/29 21:42:02"
"2","1","26","2013/08/29 21:43:01"
"2","1","26","2013/08/29 21:44:01"
"2","1","26","2013/08/29 21:45:02"
"2","1","26","2013/08/29 21:46:01"
"2","1","26","2013/08/29 21:47:02"
"2","1","26","2013/08/29 21:48:01"
"2","1","26","2013/08/29 21:50:01"
"2","1","26","2013/08/29 21:51:01"
"2","1","26","2013/08/29 21:52:04"
"2","1","26","2013/08/29 21:53:01"
"2","1","26","2013/08/29 21:54:01"
"2","1","26","2013/08/29 21:55:01"
"2","1","26","2013/08/29 21:56:01"
"2","1","26","2013/08/29 21:57:02"
"2","1","26","2013/08/29 21:58:01"
"2","1","26","2013/08/29 21:59:03"
"2","1","26","2013/08/29 22:00:01"
"2","1","26","2013/08/29 22:01:01"
"2","1","26","2013/08/29 22:02:03"
"2","1","26","2013/08/29 22:03:01"
"2","1","26","2013/08/29 22:04:01"
"2","1","26","2013/08/29 22:05:01"
"2","1","26","2013/08/29 22:06:01"
"2","1","26","2013/08/29 22:07:01"
"2","1","26","2013/08/29 22:08:01"
"2","1","26","2013/08/29 22:10:02"
"2","1","26","2013/08/29 22:11:03"
"2","1","26","2013/08/29 22:12:01"
"2","1","26","2013/08/29 22:13:01"
"2","1","26","2013/08/29 22:15:01"
"2","1","26","2013/08/29 22:16:01"
"2","1","26","2013/08/29 22:17:01"
"2","1","26","2013/08/29 22:18:01"
"2","2","25","2013/08/29 22:20:01"
"2","2","25","2013/08/29 22:21:01"
"2","2","25","2013/08/29 22:22:01"
"2","2","25","2013/08/29 22:24:02"
"2","2","25","2013/08/29 22:25:01"
"2","2","25","2013/08/29 22:26:03"
"2","2","25","2013/08/29 22:28:01"
"2","2","25","2013/08/29 22:29:01"
"2","2","25","2013/08/29 22:30:01"
"2","2","25","2013/08/29 22:31:03"
"2","2","25","2013/08/29 22:32:01"
"2","2","25","2013/08/29 22:34:01"
"2","2","25","2013/08/29 22:35:01"
"2","2","25","2013/08/29 22:36:02"
"2","2","25","2013/08/29 22:37:01"
"2","2","25","2013/08/29 22:38:01"
"2","2","25","2013/08/29 22:39:01"
"2","2","25","2013/08/29 22:40:02"
"2","2","25","2013/08/29 22:41:02"
"2","3","24","2013/08/29 22:42:03"
"2","3","24","2013/08/29 22:43:01"
"2","3","24","2013/08/29 22:44:01"
"2","3","24","2013/08/29 22:45:01"
"2","3","24","2013/08/29 22:46:01"
"2","3","24","2013/08/29 22:47:01"
"2","3","24","2013/08/29 22:48:01"
"2","3","24","2013/08/29 22:49:01"
"2","3","24","2013/08/29 22:50:01"
"2","3","24","2013/08/29 22:51:01"
"2","3","24","2013/08/29 22:52:01"
"2","3","24","2013/08/29 22:53:01"
"2","3","24","2013/08/29 22:54:01"
"2","3","24","2013/08/29 22:55:01"
"2","3","24","2013/08/29 22:56:01"
"2","3","24","2013/08/29 22:57:01"
"2","3","24","2013/08/29 22:58:01"
"2","3","24","2013/08/29 22:59:01"
"2","3","24","2013/08/29 23:00:01"
"2","3","24","2013/08/29 23:01:01"
"2","3","24","2013/08/29 23:02:01"
"2","3","24","2013/08/29 23:03:01"
"2","3","24","2013/08/29 23:04:02"
"2","3","24","2013/08/29 23:05:01"
"2","3","24","2013/08/29 23:06:01"
"2","3","24","2013/08/29 23:07:01"
"2","3","24","2013/08/29 23:08:01"
"2","3","24","2013/08/29 23:10:01"
"2","3","24","2013/08/29 23:11:03"
"2","3","24","2013/08/29 23:12:01"
"2","3","24","2013/08/29 23:13:01"
"2","3","24","2013/08/29 23:14:01"
"2","3","24","2013/08/29 23:15:01"
"2","3","24","2013/08/29 23:17:01"
"2","3","24","2013/08/29 23:18:02"
"2","3","24","2013/08/29 23:19:02"
"2","3","24","2013/08/29 23:20:02"
"2","3","24","2013/08/29 23:21:03"
"2","3","24","2013/08/29 23:23:01"
"2","3","24","2013/08/29 23:24:01"
"2","3","24","2013/08/29 23:25:01"
"2","3","24","2013/08/29 23:26:01"
"2","3","24","2013/08/29 23:27:01"
"2","3","24","2013/08/29 23:28:01"
"2","3","24","2013/08/29 23:29:01"
"2","3","24","2013/08/29 23:30:01"
"2","3","24","2013/08/29 23:31:01"
"2","3","24","2013/08/29 23:32:01"
"2","3","24","2013/08/29 23:33:01"
"2","3","24","2013/08/29 23:34:01"
"2","3","24","2013/08/29 23:35:01"
"2","3","24","2013/08/29 23:36:02"
"2","3","24","2013/08/29 23:37:01"
"2","3","24","2013/08/29 23:38:01"
"2","3","24","2013/08/29 23:39:01"
"2","3","24","2013/08/29 23:40:02"
"2","3","24","2013/08/29 23:41:01"
"2","3","24","2013/08/29 23:42:03"
"2","3","24","2013/08/29 23:43:01"
"2","3","24","2013/08/29 23:44:01"
"2","3","24","2013/08/29 23:45:01"
"2","3","24","2013/08/29 23:46:02"
"2","3","24","2013/08/29 23:47:01"
"2","3","24","2013/08/29 23:48:01"
"2","3","24","2013/08/29 23:49:01"
"2","3","24","2013/08/29 23:50:01"
"2","3","24","2013/08/29 23:51:01"
"2","3","24","2013/08/29 23:52:01"
"2","3","24","2013/08/29 23:53:01"
"2","3","24","2013/08/29 23:55:01"
"2","3","24","2013/08/29 23:56:02"
"2","3","24","2013/08/29 23:57:01"
"2","3","24","2013/08/29 23:58:01"
"2","3","24","2013/08/29 23:59:01"
"2","3","24","2013/08/30 00:01:01"
"2","3","24","2013/08/30 00:02:01"
"2","3","24","2013/08/30 00:03:02"
"2","3","24","2013/08/30 00:04:01"
"2","3","24","2013/08/30 00:06:01"
"2","3","24","2013/08/30 00:07:01"
"2","3","24","2013/08/30 00:08:01"
"2","3","24","2013/08/30 00:10:01"
"2","3","24","2013/08/30 00:11:01"
"2","3","24","2013/08/30 00:12:04"
"2","3","24","2013/08/30 00:13:01"
"2","3","24","2013/08/30 00:15:01"
"2","3","24","2013/08/30 00:16:01"
"2","3","24","2013/08/30 00:17:02"
"2","3","24","2013/08/30 00:18:01"
"2","3","24","2013/08/30 00:19:01"
"2","3","24","2013/08/30 00:20:02"
"2","3","24","2013/08/30 00:21:03"
"2","3","24","2013/08/30 00:22:02"
"2","3","24","2013/08/30 00:23:01"
"2","3","24","2013/08/30 00:24:01"
"2","3","24","2013/08/30 00:25:01"
